Track URI,Track Name,Artist Name(s),genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:6MWYSp8nWt4IZiRMCDPHXT,Good Life,ZHU,"edm, electro house",0.734,0.758,5,-6.288,0,0.0904,0.0453,0.171,0.653,0.214,116.019
spotify:track:2U42jVkNgEU6DoM64eFD7i,viola,eevee,"japanese chillhop, lo-fi beats",0.645,0.114,9,-15.768,1,0.356,0.967,0.831,0.112,0.191,78.015
spotify:track:2LVMVLS3QG6zDhETZrMqoK,Anything - Malaa Remix,"Alison Wonderland, Valentino Khan, Malaa","aussietronica, edm, electra, electronic trap, escape room, indietronica, brostep, edm, electro house, electronic trap, moombahton, bass house, brostep, edm, electro house, electronic trap, house",0.871,0.677,1,-6.185,1,0.0782,0.0183,0.752,0.263,0.161,123.977
spotify:track:3qqQxYntr6U3mfzEUqdmdB,Love at First Sight,TEEMID,new french touch,0.716,0.562,1,-10.076,1,0.0317,0.0343,0.0136,0.11,0.0917,119.995
spotify:track:40dgy7C8l4lAwH4JqihlZ2,Don't Speak,"ROËDS, Ally Wictoria","scandipop, N/A",0.823,0.803,10,-8.436,0,0.0518,0.0874,0.0367,0.0638,0.558,121.011
spotify:track:0qVepAhYMaqMTrZVyUrICZ,Leave Your Lover,"LO, Soku, Thomas Sykes","chill house, deep groove house, chill house",0.663,0.808,10,-5.506,0,0.0789,0.363,9.1e-05,0.652,0.533,122.035
spotify:track:1M6x26ebXQvvrmllO3iFWO,Right Back - Original Mix,Stoto,groove room,0.887,0.682,1,-8.459,0,0.165,0.00823,0.138,0.0572,0.764,121.978
spotify:track:6FGayqvQemkqpDhHmoJawA,Control Me,Bensley,dancefloor dnb,0.651,0.939,7,-1.48,0,0.035,0.000701,0.782,0.108,0.185,120.003
spotify:track:5MAM4PXb95MPl2JWSlMI6L,Against The Sun,"Rootkit, Anna Yvette","chillstep, complextro, electro house, gaming edm, melodic dubstep, gaming edm",0.325,0.663,11,-5.869,0,0.074,0.0313,0.0101,0.0737,0.147,174.04
spotify:track:0pbZX9CK1W2iIiUFJf39wr,Ah Up,Sound Quelle,"melodic house, progressive trance house",0.533,0.818,6,-6.979,0,0.0312,0.00757,0.888,0.225,0.238,111.979
spotify:track:5bFuHlXKw66Uu2cHKn5bf8,Alive,"Zeds Dead, MKLA","brostep, canadian electronic, dubstep, edm, electro house, progressive electro house, N/A",0.618,0.758,8,-7.996,1,0.0336,0.0087,0.102,0.147,0.144,120.987
spotify:track:10EpXLXKHmNSVKvX7A5hg8,Getaway - Koven Remix,"Tritonal, Angel Taylor, Koven","edm, electro house, pop dance, pop edm, progressive electro house, progressive house, progressive trance, acoustic pop, chillstep, melodic dubstep",0.488,0.914,6,-2.875,0,0.223,0.00415,0.0,0.158,0.222,172.187
spotify:track:2cGnOx17iac6m7R5YDUZac,Everything,"3LAU, Funkin Matt, Frawley","edm, electro house, mashup, pop dance, progressive electro house, progressive house, N/A, alt z, singer-songwriter pop",0.574,0.955,10,-4.929,0,0.0385,0.00893,0.016,0.23,0.148,120.037
spotify:track:0PMNxtgeNSmPPp4aiA4T8F,Sideways,"ILLENIUM, Valerie Broussard, NURKO","edm, melodic dubstep, pop dance, bossbeat, modern alternative pop, melodic dubstep, pop edm",0.474,0.792,5,-3.302,1,0.051,0.0662,1.09e-06,0.277,0.31,141.926
spotify:track:5WxtmHAcrDbghHVGupu18h,Save Me (feat. MKLA),"Vintage Culture, Adam K, MKLA","brazilian edm, brazilian edm, canadian electronic, N/A",0.639,0.554,11,-12.265,1,0.0769,0.0965,0.000866,0.167,0.327,123.888
spotify:track:6Iw43Wm8LRMwCfgkKEed0u,Underwater,"Anabel Englund, MK","N/A, house, pop dance",0.639,0.631,5,-10.686,0,0.033,0.00833,0.146,0.119,0.197,121.968
spotify:track:5bHbUMtuZIpHtTPdoJmcaN,Need To Feel Loved - Tinlicker Remix,"Reflekt, delline bass, Tinlicker","N/A, N/A, melodic house",0.513,0.903,2,-7.53,0,0.0414,0.00103,0.872,0.406,0.546,124.657
spotify:track:3TgMQhmvQAfqEptivvuBa7,Lick That - Max Styler Remix,"Imanos, Max Styler","N/A, brostep, pop edm, tech house",0.822,0.788,11,-4.411,0,0.0626,0.00458,0.0109,0.0985,0.546,124.013
spotify:track:03TntwhRFk5IIAOwIREo2u,Stay High - Ray Foxx Remix,"LO'99, DOOLIE, Ray Foxx","australian house, bass house, deep groove house, australian alternative pop, N/A",0.565,0.911,6,-4.515,1,0.0431,0.0107,0.00134,0.254,0.425,124.031
spotify:track:5yUOlpjHbmBlm9bey3ru5G,The Wanderer,"LTN, Ghostbeat","progressive house, progressive trance, melodic house",0.602,0.562,6,-10.277,0,0.0308,0.00241,0.882,0.492,0.0516,121.02
spotify:track:0ORNCDKB85QXkdMdvKx3MV,Ordel - Rezident Remix,"Parra for Cuva, Kyson, Beau Diako, Rezident","deep euro house, downtempo, new french touch, ambient idm, N/A, german house, melodic house",0.605,0.739,8,-7.018,0,0.0382,0.087,0.898,0.0934,0.305,89.995
spotify:track:3naob59kPRRxTV12jhIU68,Overdose,Pascal Junior,"chill house, groove room",0.798,0.434,9,-13.694,0,0.0401,0.0143,0.166,0.0509,0.14,122.007
spotify:track:1dbcjcCKeAc7Q9uz4wcLRZ,Hope,"Tim Legend, Naomi Wild","N/A, indie electropop",0.822,0.604,11,-6.231,0,0.339,0.195,0.0,0.0833,0.291,142.971
spotify:track:2F0ZLn3nqS6z9hD27qiDgX,KNOW ME - Cassian Remix,"BRONSON, Gallant, Cassian, ODESZA, Golden Features","vapor twitch, alternative r&b, melodic house, chillwave, edm, indietronica, industrial pop",0.594,0.898,2,-7.434,1,0.0332,0.00149,0.825,0.118,0.0391,125.004
spotify:track:2pEIHNpqlkkB5fX3lRAObT,Do You Think About Me - filous Remix,"NVDES, filous","indie poptimism, deep tropical house, tropical house",0.824,0.572,3,-9.736,0,0.0777,0.124,4.32e-05,0.124,0.541,109.045
spotify:track:3tRzqJdt8IJGFyVJac26cj,Awake,Rosehip,N/A,0.649,0.464,0,-9.226,0,0.0448,0.252,0.913,0.349,0.0695,80.033
spotify:track:5NyCvzTsbkYVUBYNQoAcn0,So High,Hopex,"traprun, turkish trap",0.595,0.735,2,-5.014,1,0.0286,0.00333,0.00181,0.341,0.147,132.994
spotify:track:4xMbBESczlHPUO8QeYi56p,My Heart Goes (La Di Da),"Becky Hill, Topic","pop dance, pop house, uk dance, uk pop, german dance, pop dance, pop edm, uk dance",0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04
spotify:track:5nuqDeubfdwz8zXXijE6Ay,Animality,"JVLA, Maga, Zupay","viral rap, electronica chilena, N/A",0.766,0.566,4,-7.784,1,0.0461,0.0195,0.192,0.0981,0.643,106.992
spotify:track:5JcAuqCtuuZYANh0muse1y,Stars,"Luke Bond, Nathan Nicholson","deep uplifting trance, progressive house, progressive trance, trance, uplifting trance, N/A",0.526,0.902,2,-5.882,0,0.0392,0.00608,0.213,0.253,0.0394,123.971
spotify:track:02shCNmb6IvgB5jLqKjtkK,Nevada,"Vicetone, Cozi Zuehlsdorff","dutch house, edm, electro house, pop dance, progressive electro house, movie tunes",0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015
spotify:track:5dVchPeZujXwRlkTG9fR1C,Silence of Reality,Serhat Durmus,"arab trap, turkish trap",0.304,0.86,11,-7.513,0,0.142,0.263,0.864,0.101,0.173,196.021
spotify:track:0WDHsTEgyvjw4EM24O0Tyd,Love Is Killing Me,BONNIE X CLYDE,electra,0.684,0.873,0,-4.94,1,0.0644,0.169,1.53e-05,0.117,0.374,125.906
spotify:track:3wjen23Xb9H1kU4V50QyiZ,Gold (feat. Yuna),"Adventure Club, Yuna","brostep, canadian electronic, complextro, edm, electro house, filthstep, pop dance, malaysian pop",0.479,0.675,9,-4.893,0,0.0413,0.0319,0.00536,0.128,0.189,145.022
spotify:track:0f3VCprEO3u4j93FtHxTbj,Forever (feat. Ben Stevenson),"Adventure Club, Ben Stevenson","brostep, canadian electronic, complextro, edm, electro house, filthstep, pop dance, canadian contemporary r&b",0.672,0.651,10,-5.971,0,0.036,0.0285,0.0,0.108,0.311,128.022
spotify:track:5jyUBKpmaH670zrXrE0wmO,Reload - Radio Edit,"Sebastian Ingrosso, Tommy Trash, John Martin","dutch house, edm, electro house, pop dance, progressive electro house, progressive house, aussietronica, australian dance, dutch house, edm, electro house, melbourne bounce, pop dance, progressive electro house, progressive house, pop edm",0.485,0.724,9,-4.633,0,0.0521,0.0736,0.0,0.0631,0.433,128.045
spotify:track:3LxG9HkMMFP0MZuiw3O2rF,Good Things Fall Apart (with Jon Bellion),"ILLENIUM, Jon Bellion","edm, melodic dubstep, pop dance, indie pop rap",0.643,0.603,2,-5.416,1,0.0311,0.012,0.0,0.118,0.42,144.01
spotify:track:70YPzqSEwJvAIQ6nMs1cjY,In Your Arms (with X Ambassadors),"ILLENIUM, X Ambassadors","edm, melodic dubstep, pop dance, modern alternative rock, modern rock, stomp pop",0.404,0.806,2,-4.75,1,0.0496,0.198,0.0,0.114,0.112,148.036
spotify:track:7arsXR8AtExnOFN3v3HiJI,Going Dumb,"Alesso, CORSAK","dance pop, edm, pop, pop dance, progressive electro house, chinese electropop",0.834,0.678,6,-6.242,0,0.0515,0.0546,0.263,0.103,0.551,121.995
spotify:track:4ZTTUAjJCd4NMZmIU7RB4c,Midnight (feat. Liam Payne),"Alesso, Liam Payne","dance pop, edm, pop, pop dance, progressive electro house, pop",0.587,0.648,11,-6.927,0,0.0439,0.0561,0.0,0.115,0.281,144.028
spotify:track:1zIeHUjMFviQ4tbe9SOdMZ,Save Me (feat. Adara),"Adventure Club, Adara","brostep, canadian electronic, complextro, edm, electro house, filthstep, pop dance, N/A",0.669,0.801,8,-2.448,1,0.0397,0.01,0.0489,0.0969,0.49,139.966
spotify:track:3NAGKEkJN7cUTaIYqFnF8l,Crash 2.0,"Adventure Club, DallasK","brostep, canadian electronic, complextro, edm, electro house, filthstep, pop dance, complextro, dutch house, electro house, pop edm, progressive electro house, sky room",0.66,0.652,8,-4.747,1,0.0582,0.00259,0.0,0.0673,0.167,127.977
spotify:track:4xpTM1MCKhY91OGiOhHNf5,Feed The Fire - Kassian Remix,"SG Lewis, Lucky Daye, Kassian","electropop, indie soul, nu disco, uk dance, vapor soul, alternative r&b, r&b, N/A",0.805,0.659,7,-8.162,1,0.0866,0.0263,0.807,0.0512,0.81,114.004
spotify:track:6JmRVEBNPIxEtAXWKPSsi5,Falling,"Lipless, Mahalo, Carly Paige","melodic house, N/A, la pop",0.797,0.764,5,-5.94,0,0.0389,0.097,0.000333,0.138,0.302,109.996
spotify:track:40tPP3K10yMZxwnT65REKj,Inner Light,"Elderbrook, Bob Moses","uk dance, canadian electronic, canadian house",0.651,0.709,4,-7.842,1,0.037,0.00461,0.00744,0.0771,0.126,121.02
spotify:track:11m87GLVfVfJNsBUYr2yRl,The Longest Road - Steff Da Campo Remix,"Morgan Page, Lissie, Steff da Campo","edm, electro house, pop dance, progressive house, folk-pop, dutch house, electro house, pop edm, sky room",0.645,0.865,3,-3.737,0,0.0443,0.00961,0.000165,0.0561,0.437,125.907
spotify:track:5fGzPMN2xj7vU01qcJOFRy,Chains Chilled (with Project 46),"Kaskade, Project 46","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, complextro, electro house, gaming edm, pop edm, progressive electro house",0.664,0.82,0,-6.475,1,0.0982,0.361,0.299,0.1,0.129,117.968
spotify:track:25JmQ3qFQkhbLZMJpdftO9,By My Side,"MitiS, Tedy","chillstep, complextro, filthstep, melodic dubstep, pop edm, N/A",0.494,0.789,6,-3.844,0,0.053,0.401,0.0527,0.0661,0.151,169.942
spotify:track:56tNMHvbcFPvYiDxA7xROH,You Could Be,"Anz, George Riley","experimental club, indie r&b",0.712,0.818,7,-5.162,0,0.0368,0.0123,0.141,0.0499,0.52,124.012
spotify:track:30lfF9ncaPUsZ5eWvE7m0i,Move - Edit,"Flight Facilities, DRAMA","aussietronica, australian dance, australian indie, indietronica, nu disco, indie soul",0.661,0.912,7,-7.146,0,0.0343,0.112,0.0223,0.0857,0.887,118.99
spotify:track:2wmkq5eX7OJIkXkT9Qy673,Cotton Candy Lemonade (Anna Lunoe Remix),"Anna Lunoe, Blu DeTiger","electra, nu disco, N/A",0.783,0.8,1,-7.232,0,0.0444,0.0875,0.557,0.114,0.699,126.026
spotify:track:4SArfYG88J75TwixvfACPF,Let A Little Light In - RobbieG Remix,"Everyone You Know, RobbieG","london indie, N/A",0.661,0.789,3,-4.962,0,0.0731,0.32,0.000184,0.125,0.544,120.952
spotify:track:6Sun0pDZ9Dg5TRF1vSy32V,Used To Be - Rasster Remix,"GASHI, Rasster","canadian hip hop, N/A",0.699,0.929,9,-3.721,0,0.0741,0.0362,0.0,0.266,0.311,120.06
spotify:track:0UGuObWksJYjIoKWEqtpqM,Pressure (feat. MAO),"King Topher, MUNNDAY, mao","N/A, N/A, N/A",0.672,0.8,8,-4.469,1,0.0511,0.214,2.05e-06,0.104,0.346,124.909
spotify:track:6PWXLBvDU95wfi5cH2O2Oj,In My Head,"Nepsa, Abigail Villanueva","N/A, N/A",0.946,0.481,8,-9.105,0,0.222,0.0616,0.154,0.107,0.554,119.998
spotify:track:5rgPwT31tc49LCF4GCUuSv,This Place,obylx,N/A,0.723,0.61,9,-11.806,0,0.0296,0.468,0.68,0.102,0.663,124.99
spotify:track:53dJJQek22fYOLD6tZJpfk,Harder,Reboost,N/A,0.745,0.902,5,-3.66,0,0.0509,0.181,1.69e-05,0.114,0.585,117.972
spotify:track:2GSGc1lf37UFXjCTGMHk6t,Feel It,HGZ,uk dance,0.662,0.824,8,-5.79,0,0.0629,0.0294,0.644,0.103,0.315,122.934
spotify:track:383QSLpU6zuurrhV7C3WTV,Lucifer,Rezz,"brostep, canadian electronic, edm, electra, electro house",0.83,0.713,1,-6.875,1,0.124,0.0599,0.542,0.0613,0.635,126.011
spotify:track:0b9Y406S9LwfkxtDD5uvNV,Hackers,Metrik,"dancefloor dnb, drum and bass",0.625,0.855,10,-5.08,0,0.105,0.00136,0.904,0.138,0.404,173.992
spotify:track:2oIFFx2csg2lxgOhLDrd70,Never Be the Same,"Sons Of Maria, Agatha Saron","deep tropical house, tropical house, N/A",0.561,0.567,8,-7.1,0,0.0564,0.526,0.0256,0.149,0.434,106.458
spotify:track:3zZwwTNa27TDKUSNj2uuMc,Say My Name,"Matvey Emerson, NEVRMIND","groove room, N/A",0.843,0.712,7,-5.002,0,0.0647,0.0121,0.0181,0.07,0.97,120.002
spotify:track:6e7g5s9tXQA4qO8R3t4Doo,Drop That Skirt - Original Mix,Croatia Squad,house,0.88,0.914,9,-3.608,0,0.14,0.00506,0.258,0.0338,0.834,121.001
spotify:track:4ChBLndekjzQveHPsn3r6W,Let It Be (feat. Veela),"Blackmill, Veela","chillstep, substep, chillstep",0.518,0.584,3,-7.951,0,0.032,0.0134,0.0215,0.0964,0.182,139.936
spotify:track:2ktaGvlb0uE3tUQXy2oXoo,Scared,"SABAI, Claire Ridgely","pop edm, montreal indie",0.712,0.798,11,-4.635,0,0.0392,0.00604,5.32e-06,0.111,0.488,125.942
spotify:track:3djgnjGLxqYjNFh332ew3r,SHADOW SELF,LSDREAM,N/A,0.455,0.88,9,-5.923,1,0.111,0.0291,0.000846,0.146,0.346,172.081
spotify:track:27ITlhgZIx0ZYwaLYYDBsi,LOVELIFE (with Jeremih),"Benny Benassi, Jeremih","dutch house, edm, electro house, pop dance, chicago rap, pop rap, r&b, trap, urban contemporary",0.795,0.783,6,-4.715,0,0.0773,0.239,2.93e-06,0.0488,0.864,122.98
spotify:track:5ovAmYzYLeEmOX6P3bmlzV,Dreams (feat. Lanie Gardner),"David Guetta, MORTEN, Lanie Gardner","big room, dance pop, edm, pop, pop dance, danish electronic, scandipop, N/A",0.61,0.896,9,-4.471,0,0.0384,0.0904,0.000157,0.0943,0.0723,128.056
spotify:track:5DHp41RoSuq0Lv8x9AnQRg,Into My Bed,"Harpoon, Sammi Constantine","N/A, N/A",0.891,0.781,2,-6.087,1,0.165,0.0129,0.00515,0.436,0.442,123.987
spotify:track:5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),"Calvin Harris, Sam Smith, Jessie Reyez","dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance, pop, uk pop, canadian contemporary r&b, canadian pop",0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07
spotify:track:3a91j9AiuIW61YmjyOXqtR,Absolute Zero,Ahmed Helmy,N/A,0.583,0.978,9,-3.818,0,0.0624,0.0378,0.898,0.4,0.365,128.032
spotify:track:44ufS0CWp8uO4ILi3vpinQ,Body on Fire,"Dillistone, NOËP","pop edm, estonian electronic, estonian pop",0.889,0.501,9,-8.872,0,0.0507,0.0843,0.178,0.0602,0.328,116.027
spotify:track:63l4zrmZPCAq4n2U0T1KII,Live a Little (Remix),"BONNIE X CLYDE, Joysic","electra, N/A",0.526,0.795,11,-7.248,1,0.0794,0.0363,2.42e-05,0.215,0.451,94.984
spotify:track:7f5WAQHZMpTsO9AQrGxfaR,Home,"Mom N Dad, Marquette King","N/A, N/A",0.489,0.934,5,-3.568,0,0.181,0.0357,0.0509,0.587,0.343,199.847
spotify:track:1IQgMSRjsLjVw5VZFeWcC0,Heart,"OTR, Shallou","stutter house, electropop, indie electropop",0.442,0.431,0,-9.007,0,0.0382,0.0102,0.000202,0.118,0.0707,109.128
spotify:track:51bwChuoablcgmmSjvwe8Y,I Was Lovin' You (feat. Dots Per Inch & Ayak) - TS7 Remix,"James Hype, Ayak, Dots Per Inch, TS7","deep groove house, house, pop dance, uk dance, N/A, N/A, bass house, bassline, old school bassline",0.738,0.906,7,-5.289,0,0.115,0.00746,0.0295,0.162,0.697,131.027
spotify:track:3YVhreVbllpRHt9ZbkmbCS,ME N U,"CID, Riddim Commission","bass house, deep groove house, dutch house, edm, electro house, house, pop dance, pop edm, progressive electro house, progressive house, tech house, uk dance, bass house, bassline, old school bassline",0.698,0.966,8,-3.496,0,0.0646,0.0123,0.00021,0.0853,0.513,126.02
spotify:track:32rDT35axCJGcJWr44zq1u,I Need Your Love,"Riddim Commission, TS7, Syleena Johnson","bass house, bassline, old school bassline, bass house, bassline, old school bassline, contemporary r&b, neo soul, r&b, urban contemporary",0.796,0.832,1,-5.578,0,0.0763,0.0113,0.162,0.589,0.345,129.966
spotify:track:1HvOkMQua2nC7CQpKNGLNE,Cold Blooded,ZHU,"edm, electro house",0.849,0.688,6,-5.956,1,0.0686,0.271,0.308,0.286,0.555,124.992
spotify:track:6iC7vapdKp0XlKhxOkp8QJ,BOOM,"Tiësto, Sevenn, Gucci Mane","big room, brostep, dutch edm, edm, house, pop dance, slap house, trance, brazilian edm, atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap",0.886,0.84,2,-3.386,1,0.0502,0.0164,0.00622,0.329,0.203,123.035
spotify:track:6lP1UrOucq5sIXl6scYAHS,Somebody New,TELYKAST,N/A,0.766,0.814,8,-4.131,1,0.0325,0.0304,0.000139,0.0719,0.308,124.017
spotify:track:26ATsDMiBh3RiJazTmbXZB,Falls - Gigamesh Remix,"Bayonne, Gigamesh","austindie, electrofox, filter house, nu disco",0.708,0.662,5,-7.816,1,0.141,0.223,0.0232,0.119,0.561,93.979
spotify:track:4Md1kPt27WCJ1qKvFdE7Wj,Here Right Now,"George Michelle, GAUCI","N/A, australian indie",0.668,0.67,6,-8.588,1,0.0299,0.0014,0.0596,0.0621,0.379,125.031
spotify:track:0x3TibRgnSqzkcwrqBd4iX,Down On Me,"Jeremih, 50 Cent","chicago rap, pop rap, r&b, trap, urban contemporary, east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041
spotify:track:05vsuSnFi5y7Xbxrvb7D6h,Common Ground,"TWO LANES, Keiynan","uk dance, N/A",0.534,0.601,0,-9.352,1,0.0422,0.0148,0.00395,0.0908,0.139,117.999
spotify:track:4n6z0yh2ZpoGh0RNyGVu52,One Day They'll Know (ODESZA Remix),Pretty Lights,"glitch hop, jazztronica, livetronica",0.465,0.714,11,-6.611,0,0.0317,0.00591,0.624,0.16,0.294,140.026
spotify:track:6BDLcvvtyJD2vnXRDi1IjQ,Rush Over Me,"Seven Lions, ILLENIUM, Said The Sky, HALIENE","brostep, complextro, dubstep, edm, electro house, melodic dubstep, pop dance, progressive trance, edm, melodic dubstep, pop dance, melodic dubstep, pop edm, melodic dubstep",0.441,0.753,0,-4.074,1,0.044,0.0701,0.0,0.027,0.254,135.015
spotify:track:5zHRrkIk98Adfqh25kMZFU,Love Me Better (with Shift K3Y & Marc E. Bassy),"Dillon Francis, Shift K3Y, Marc E. Bassy","brostep, edm, electro house, moombahton, pop dance, progressive electro house, slap house, house, uk dance, indie pop rap",0.755,0.716,6,-5.089,1,0.0376,0.0253,0.00149,0.131,0.441,124.018
spotify:track:0dJEyeWViUdhL9VpgGEXDW,Black Magic Woman,Madeaux,vapor twitch,0.875,0.643,10,-7.705,0,0.0544,0.00572,0.0242,0.0942,0.734,123.972
spotify:track:77BAdEE2DDdMlobG86ZV5x,My Game,The Beatangers,N/A,0.972,0.253,1,-9.957,1,0.123,0.00281,0.274,0.108,0.702,120.026
spotify:track:39bs2V8huzcmWoeSlHKZeP,1 SIDED LOVE,blackbear,pop,0.584,0.42,8,-7.827,1,0.0322,0.236,0.0,0.119,0.283,90.051
spotify:track:6eD8gRXmupptsDiIbbZiMp,All I Want (feat. Jake Shears) - Purple Disco Machine Extended Remix,"Boys Noize, Jake Shears, Purple Disco Machine","alternative dance, dance-punk, electro house, fidget house, filter house, german dance, german techno, new rave, N/A, deep house, house",0.757,0.729,1,-5.906,1,0.0351,0.00575,0.658,0.247,0.788,121.017
spotify:track:16YmQADBXWfcazJ9MureIp,Don't Care,NO SIGNE,N/A,0.915,0.554,9,-7.231,1,0.266,0.187,0.000171,0.0827,0.645,108.099
spotify:track:1niO3yUZuPOkcgzaQSKAJx,Wrong for Me,Otherwise Fine,N/A,0.605,0.784,11,-9.841,0,0.0731,0.191,0.124,0.562,0.255,92.008
spotify:track:51jxBVQFBkuLbXfAWv9b7z,Leggo Shopping,Mikey Geiger,N/A,0.749,0.798,0,-4.677,0,0.176,0.013,0.19,0.152,0.432,125.969
spotify:track:5Ke5H0sjY4or70sK24HUYM,Saviour,"Hoaprox, YUAN, Haneri","v-pop, chinese electronic, singaporean pop",0.636,0.862,3,-4.076,0,0.0345,0.0356,0.00506,0.26,0.274,149.913
spotify:track:10OFLnLprW69Lxba4d6dOf,Floating,GRiZ,"glitch hop, jamtronica, jazztronica, livetronica",0.516,0.652,0,-6.302,1,0.0329,0.291,0.00563,0.0902,0.322,89.989
spotify:track:7gm6UA9bjnqlwozffuIbQy,Love Language - SNBRN Remix,"Crooked Colours, SNBRN","vapor soul, edm, electro house, house, pop dance, pop edm, uk dance",0.695,0.842,5,-7.007,1,0.0414,0.00991,0.49,0.1,0.317,121.984
spotify:track:4HEFtMMJarOpXCBFLJJeui,Lost My Way,"LöKii, Lipless","N/A, melodic house",0.646,0.818,9,-6.752,0,0.0442,0.189,0.675,0.12,0.147,115.007
spotify:track:0iTqMqQZjohhS7gES9UGsT,Us,Chace,chinese electronic,0.705,0.61,9,-10.219,0,0.0451,0.241,0.04,0.107,0.152,114.999
spotify:track:4vgP9RNzsXEUcW7Ws50VrI,Make Me Feel,John Summit,"house, pop dance, tech house, uk dance",0.767,0.67,2,-9.153,1,0.045,0.0243,0.828,0.117,0.434,126.013
spotify:track:7avwEzmZCgTGVCMUOdpOrI,Sweat on Me (Trice Remix),"Tape Machines, Trice, Vicki Vox","scandipop, N/A, N/A",0.627,0.903,6,-5.108,0,0.249,0.0677,3.46e-06,0.0827,0.602,122.041
spotify:track:66wKRBdXVztyudeyTzteDr,If This Has An End - Dr. Fresch Remix,"Dr. Fresch, Y LUV","bass house, electro house, shimmer pop",0.676,0.685,7,-8.163,1,0.0396,0.118,0.865,0.0891,0.184,105.011
spotify:track:7oJPmo2YL566okOf1RQcCp,luv(drunk),Conro,"canadian electronic, pop edm",0.807,0.836,0,-4.359,0,0.0359,0.0434,0.396,0.113,0.962,120.057
spotify:track:5BdyLPUrtE5IweoiQsxScs,Don't Be So Shy - Filatov & Karas Remix,"Imany, Filatov & Karas","french indie pop, russian dance, russian edm, russian pop",0.772,0.812,8,-9.753,0,0.0593,0.0437,0.0153,0.388,0.92,119.972
spotify:track:3cgUo5TYCbseNEk5ueXJ5s,Pump It Up - Dastic Remix,"Danko, Dastic","slap house, big room, pop edm",0.708,0.729,3,-5.49,0,0.0406,0.0233,0.000565,0.186,0.325,127.926
spotify:track:3WI5YURZ13FBg4O8KNVXhT,Don't Be Late - Original Mix,Woo2Tech,brazilian edm,0.855,0.707,6,-7.074,0,0.0634,0.0395,0.284,0.267,0.498,120.003
spotify:track:23PtUa4MVg14wJOVDUtoz7,Hesitation,Anzo,complextro,0.526,0.89,11,-4.378,1,0.18,0.0233,0.788,0.22,0.331,160.012
spotify:track:7gxuubKW8GHJQfBbsTZJHs,Bad Timing (with loren north) (Madnap Remix),"Andrey Azizov, loren north, Madnap","N/A, indie electropop, future bass",0.67,0.706,10,-6.401,0,0.0359,0.361,0.00116,0.088,0.359,100.025
spotify:track:3rjb2PTHoIEccLRhXKSGje,Forget the Money,"Nick Bateman, Alan Watts","N/A, free folk, motivation",0.47,0.717,8,-5.889,0,0.308,0.223,0.568,0.314,0.516,149.93
spotify:track:6zGfI2MdUzwL5UqwzGkdOP,Arty Boy - Dom Dolla 'Party Boy' Remix,"Flight Facilities, Emma Louise","aussietronica, australian dance, australian indie, indietronica, nu disco, australian indie, brisbane indie",0.804,0.883,11,-6.444,1,0.0716,0.032,0.0789,0.352,0.689,122.995
spotify:track:282xvRQK9vjbF8LIaxVKxs,Mars,"Valy Mo, Charlotte Puppinck","N/A, N/A",0.548,0.476,7,-6.32,0,0.035,0.179,0.854,0.0825,0.0389,99.992
spotify:track:3j5uaM7ZaIbRqVd8SOVBdd,Pieces (feat. Gaby Zacara),"Aki Nair, Gaby Zacara","N/A, N/A",0.582,0.792,7,-7.1,0,0.0404,0.129,0.00835,0.116,0.242,114.981
spotify:track:2yOvppJ146OvSRMBC0mjsB,Orbit,ellis,N/A,0.73,0.803,2,-4.451,1,0.0517,0.155,0.00552,0.137,0.607,116.001
spotify:track:6755DFiZ7CWe2WMdTGW5C1,Ski,"Young Stoner Life, Young Thug, Gunna","pop rap, atl hip hop, atl trap, gangster rap, melodic rap, rap, trap, atl hip hop, melodic rap, rap, trap",0.953,0.621,8,-7.638,0,0.221,0.017,0.0,0.0398,0.883,123.016
spotify:track:5dkTQlAVdA49mAXQSS5P9t,Good 4 Me,Vindata,"future bass, vapor twitch",0.754,0.804,10,-3.02,0,0.0404,0.061,0.3,0.105,0.748,94.99
spotify:track:6V2AHCTqyVsN4c9R3X3BWj,Sleepless In NYC,Autograf,"deep tropical house, pop edm, vapor soul, vapor twitch",0.735,0.718,3,-4.797,0,0.0905,0.525,0.000431,0.381,0.612,99.954
spotify:track:2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),"Mike Perry, shy martin","pop dance, swedish tropical house, alt z, swedish electropop",0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037
spotify:track:1kFu2TuUmsARXGYc2eYXiC,Montrose Ave,Y.V.E. 48,"deep tropical house, tropical house",0.692,0.585,0,-6.456,1,0.0308,0.00116,0.895,0.161,0.667,121.999
